,Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,Population,NZDep2018
385,5,4.0,"28 Matahae Drive Flat Bush, Auckland",325.0,660000,-36.979867299999995,174.935215,7009314,21,18,9,15,6,6,Flat Bush,78,7.0
386,4,2.0,"1/12 Shera Road Remuera, Auckland",180.0,1625000,-36.873373,174.79337560000002,7005832,57,27,15,18,30,27,Remuera,180,4.0
387,5,3.0,"46 St Marys Road St Marys Bay, Auckland",632.0,4650000,-36.845758200000006,174.745697,7005079,30,15,24,36,39,51,Saint Marys Bay,198,2.0
388,3,1.0,"3 Midgley Road West Harbour, Auckland",383.0,750000,-36.8200841,174.6256524,7003775,69,21,42,18,9,6,West Harbour,162,8.0
389,3,2.0,"67 Middleton Road Remuera, Auckland",391.0,2125000,-36.868233000000004,174.7830276,7005719,24,24,18,18,24,12,Remuera,123,1.0
390,3,2.0,"309 Victoria Street West Pukekohe, Auckland",314.0,280000,-37.2066601,174.88451919999997,7010468,87,60,81,45,39,42,Pukekohe,345,5.0
391,4,2.0,"7 Tamatea Drive Snells Beach, Auckland",556.0,740000,-36.414085799999995,174.7242024,7001328,57,15,27,33,30,105,Snells Beach,261,5.0
392,3,2.0,"17 Matangi Terrace Snells Beach, Auckland",810.0,810000,-36.4148331,174.7238749,7001328,57,15,27,33,30,105,Snells Beach,261,5.0
393,6,3.0,"89 Pacific Parade Army Bay, Auckland",852.0,1325000,-36.6026993,174.802068,7001700,45,15,24,33,39,54,Army Bay,210,1.0
394,3,1.0,"28 Te Arawa Street Orakei, Auckland",141.0,1300000,-36.8531726,174.82464330000002,7006154,27,24,24,15,18,24,Orakei,135,5.0
395,4,1.0,"26 Donzella Place Conifer Grove, Auckland",808.0,840000,-37.049152500000005,174.9108138,7009903,33,15,12,15,21,33,Conifer Grove,132,3.0
396,5,3.0,"26a Vanessa Crescent Glendowie, Auckland",1148.0,4000000,-36.8685549,174.8798402,7006673,45,15,9,27,21,45,Glendowie,165,2.0
397,3,2.0,"42a Elizabeth Street Tuakau, Auckland",985.0,1425000,-37.2612474,174.93893880000002,7010984,30,12,15,18,15,27,Tuakau,117,5.0
398,4,2.0,"4 Rees Way Tuakau, Auckland",433.0,670000,-37.262183,174.9402622,7010984,30,12,15,18,15,27,Tuakau,117,5.0
399,4,3.0,"21 Michaels Avenue Ellerslie, Auckland",628.0,1650000,-36.8958961,174.82036530000002,7006127,39,27,27,30,15,12,Ellerslie,147,5.0
400,4,2.0,"37 Cheriton Road Mellons Bay, Auckland",809.0,1425000,-36.8871669,174.92818369999998,7006939,39,15,15,18,33,45,Mellons Bay,159,3.0
401,3,1.0,"9 Dublin Street Pukekohe, Auckland",392.0,530000,-37.1970898,174.90051730000002,7010357,45,27,33,15,24,39,Pukekohe,180,9.0
402,5,4.0,"73b Shore Road Remuera, Auckland",1272.0,4300000,-36.8648621,174.7985754,7005821,39,18,12,18,30,30,Remuera,150,4.0
403,4,3.0,"6 Keiha Crescent Massey, Auckland",408.0,920000,-36.8281956,174.6150304,7003619,84,51,69,60,36,39,Massey,333,2.0
404,2,2.0,"806/39-47 Union Street Auckland Central, Auckland",80.0,700000,-36.8516708,174.7560052,7005291,57,270,138,30,15,18,Auckland Central,522,8.0
405,2,2.0,"908/39-47 Union Street Auckland Central, Auckland",80.0,430000,-36.8516708,174.7560052,7005291,57,270,138,30,15,18,Auckland Central,522,8.0
406,4,1.0,"51 Ashgrove Road Mangere, Auckland",969.0,670000,-36.970082,174.80525580000003,7008126,42,27,12,12,12,9,Mangere,114,10.0
407,4,2.0,"4 Korama Lane New Lynn, Auckland",101.0,900000,-36.904331799999994,174.68384419999998,7004358,33,60,45,24,27,36,New Lynn,225,8.0
408,4,2.0,"14 Korama Lane New Lynn, Auckland",122.0,920000,-36.904331799999994,174.68384419999998,7004358,33,60,45,24,27,36,New Lynn,225,8.0
409,4,2.0,"8 Korama Lane New Lynn, Auckland",176.0,940000,-36.904331799999994,174.68384419999998,7004358,33,60,45,24,27,36,New Lynn,225,8.0
410,4,2.0,"10 Korama Lane New Lynn, Auckland",101.0,900000,-36.904331799999994,174.68384419999998,7004358,33,60,45,24,27,36,New Lynn,225,8.0
411,4,2.0,"9c Tomes Lane Favona, Auckland",405.0,500000,-36.9530178,174.813736,7008092,72,27,15,24,18,6,Favona,162,9.0
412,3,2.0,"6/71 Kolmar Road Papatoetoe, Auckland",108.0,1000000,-36.974782,174.8565882,7008640,63,72,42,30,21,48,Papatoetoe,279,7.0
413,7,2.0,"43-45 Walters Road Takanini, Auckland",2410.0,600000,-37.049080100000005,174.93472769999997,7010037,54,42,33,21,15,24,Takanini,192,9.0
414,3,2.0,"118 Reihana Street Orakei, Auckland",89.0,2075000,-36.8604806,174.8216994,7006043,36,24,27,18,27,39,Orakei,171,10.0
415,3,2.0,"118 Reihana Street Orakei, Auckland",89.0,2075000,-36.8604806,174.8216994,7006043,36,24,27,18,27,39,Orakei,171,10.0
416,4,2.0,"54 Beach Road Mellons Bay, Auckland",943.0,1790000,-36.8899244,174.9359161,7006986,54,18,15,33,24,39,Mellons Bay,186,2.0
417,3,1.0,"3/22 Mainston Road Remuera, Auckland",685.0,1260000,-36.8829671,174.81212240000002,7006096,48,24,24,39,27,27,Remuera,195,4.0
418,4,2.0,"16a Mainston Road Remuera, Auckland",214.0,1360000,-36.8832505,174.811194,7006096,48,24,24,39,27,27,Remuera,195,4.0
419,3,1.0,"12 Kaiwaka Road Waiuku, Auckland",1445.0,640000,-37.257248,174.7348917,7010436,54,15,21,24,24,36,Waiuku,171,7.0
420,6,3.0,"39 Hilltop Road Flat Bush, Auckland",622.0,1150000,-36.9865073,174.9049914,7008990,60,45,42,33,24,18,Flat Bush,213,7.0
421,5,4.0,"15 Lammermoore Drive St Heliers, Auckland",1998.0,7000000,-36.863985,174.8519671,7006417,51,27,9,21,42,51,St Heliers,192,1.0
422,5,4.0,"35 Lammermoor Drive St Heliers, Auckland",818.0,3600000,-36.862909,174.85108369999998,7006417,51,27,9,21,42,51,St Heliers,192,1.0
423,4,3.0,"Lot 2/10 Whitmore Road Mount Roskill, Auckland",399.0,1175000,-36.9257759,174.74583940000002,7007739,66,57,63,24,33,54,Mount Roskill,297,8.0
424,8,4.0,"30 Florence Daly Place, Auckland",990.0,1250000,-36.926492100000004,174.74812980000002,7007739,66,57,63,24,33,54,Mount Roskill,297,8.0
425,5,3.0,"671 Richardson Road, Auckland",842.0,1125000,-36.9254157,174.7467049,7007739,66,57,63,24,33,54,Mount Roskill,297,8.0
426,3,1.0,"55 Rathgar Road Henderson, Auckland",875.0,835000,-36.867483299999996,174.62131069999998,7003862,54,30,27,27,15,21,Henderson,183,9.0
427,3,1.0,"61a Wairiki Road Mount Eden, Auckland",406.0,1450000,-36.8895914,174.7520841,7005203,36,27,21,27,12,24,Mount Eden,150,4.0
428,3,2.0,"3/69 St Stephens Avenue Parnell, Auckland",187.0,2750000,-36.855511299999996,174.78838090000002,7005662,42,24,27,27,21,57,Parnell,195,1.0
429,3,2.0,"16a O'halloran Road Howick, Auckland",402.0,1050000,-36.893851700000006,174.92262019999998,7006905,21,18,3,15,15,24,Howick,96,3.0
430,2,1.0,"1/10 Grantham Road Papatoetoe, Auckland",71.0,560000,-36.9795206,174.87921210000002,7008768,33,21,21,18,12,21,Papatoetoe,126,8.0
431,4,1.0,"62 Kivell Close Mangere, Auckland",690.0,650000,-36.964788899999995,174.8096399,7008118,69,15,27,30,15,12,Mangere East,168,10.0
432,3,1.0,"4 Atkinson Avenue Papatoetoe, Auckland",825.0,765000,-36.992290600000004,174.858979,7009405,30,30,12,12,3,6,Papatoetoe,105,8.0
433,4,1.0,"16 Ririno Place Manurewa, Auckland",818.0,550000,-37.028742,174.8752312,7009580,84,39,33,27,21,24,Manurewa,222,10.0
434,3,1.0,"5a Clarice Place Takanini, Auckland",90.0,490000,-37.037966100000006,174.9289185,7010014,75,36,24,30,24,24,Takanini,225,10.0
435,3,1.0,"34 Beaubank Road Kelston, Auckland",842.0,830000,-36.8972398,174.6707393,7004279,54,24,24,27,33,24,Kelston,183,6.0
436,4,2.0,"1102 Whangaparaoa Road Tindalls Beach, Auckland",761.0,1575000,-36.618976,174.7738847,7001676,30,6,15,12,18,30,Tindalls Beach,111,4.0
437,2,1.0,"1102a Whangaparaoa Road Tindalls Beach, Auckland",755.0,960000,-36.618976,174.7738847,7001676,30,6,15,12,18,30,Tindalls Beach,111,4.0
438,3,1.0,"680 Great North Road Grey Lynn, Auckland",602.0,1550000,-36.864796999999996,174.73345890000002,7004943,21,54,33,21,15,24,Grey Lynn,174,7.0
439,3,1.0,"36 Japonica Drive Beach Haven, Auckland",658.0,695000,-36.7950265,174.69399840000003,7002434,48,15,12,18,15,9,Beach Haven,117,8.0
440,5,2.0,"8 Meyrick Place Meadowbank, Auckland",880.0,1875000,-36.8703363,174.8294094,7006191,21,9,12,15,18,27,Meadowbank,102,1.0
441,4,3.0,"7-9 Glen Atkinson Street St Heliers, Auckland",1750.0,6500000,-36.8661752,174.84977959999998,7006420,42,21,12,21,39,39,St Heliers,174,1.0
442,4,3.0,"43 Glen Atkinson Street, Auckland",1531.0,3550000,-36.86712120000001,174.8476095,7006420,42,21,12,21,39,39,St Heliers,174,1.0
443,3,1.0,"13 Wordsworth Road Manurewa, Auckland",675.0,540000,-37.0267161,174.88453619999999,7009670,72,36,24,18,15,18,Manurewa,177,10.0
444,2,1.0,"10 Bay Road Palm Beach, Auckland",921.0,920000,-36.784985799999994,175.0462789,7003374,30,15,9,24,15,30,Ostend,123,7.0
445,4,4.0,"251 Harbourside Drive Karaka, Auckland",567.0,1750000,-37.062185,174.9214206,7009990,33,12,15,21,18,30,Karaka,129,1.0
446,4,2.0,"117 Celtic Crescent Ellerslie, Auckland",607.0,1300000,-36.888343400000004,174.8198618,7006114,42,12,36,24,12,33,Ellerslie,153,3.0
447,4,1.0,"22 Pigeon Mountain Road Half Moon Bay, Auckland",1014.0,2550000,-36.8851289,174.9011172,7006814,54,9,18,30,36,51,Half Moon Bay,201,4.0
448,4,3.0,"69 Prince Regent Drive Half Moon Bay, Auckland",734.0,1350000,-36.8891292,174.89535880000003,7006723,51,21,18,30,21,21,Half Moon Bay,162,5.0
449,5,4.0,"10 Mantis Lane Hobsonville, Auckland",336.0,545000,-36.801329100000004,174.666149,7002304,33,30,24,15,12,18,Hobsonville,135,4.0
450,5,3.0,"2a Landette Road Manurewa, Auckland",244.0,2325000,-37.0310912,174.8725122,7009582,90,33,24,21,21,3,Manurewa,192,10.0
451,4,2.0,"532 Chapel Road East Tamaki, Auckland",594.0,1100000,-36.939972,174.9131935,7009039,33,18,15,27,12,21,East Tamaki,126,4.0
452,4,2.0,"90 Aroha Avenue Sandringham, Auckland",784.0,1825000,-36.8785526,174.736405,7004975,27,66,72,30,12,18,Sandringham,228,3.0
453,5,3.0,"27 Margaret Road Papatoetoe, Auckland",202.0,1450000,-36.988448999999996,174.84477080000002,7009388,63,39,36,9,15,6,Papatoetoe,168,10.0
454,4,2.0,"18a Manawa Road Remuera, Auckland",469.0,1725000,-36.8678378,174.80235969999998,7005966,45,30,15,24,21,27,Remuera,168,2.0
455,3,1.0,"18 Serrita Avenue Sunnyhills, Auckland",690.0,1150000,-36.89801,174.89069540000003,7006699,45,12,15,33,12,15,Sunnyhills,135,3.0
456,3,2.0,"A1/27-29 Towai Street St Heliers, Auckland",238.0,2450000,-36.8570908,174.8502488,7006413,36,18,9,21,27,66,St Heliers,174,3.0
457,3,2.0,"47 Milano Boulevard Karaka, Auckland",1191.0,2100000,-37.065132899999995,174.9140949,7009923,30,18,18,21,27,30,Karaka,147,1.0
458,4,3.0,"69 Milano Boulevard Karaka, Auckland",572.0,1550000,-37.06610560000001,174.91237180000002,7009923,30,18,18,21,27,30,Karaka,147,1.0
459,2,1.0,"2322 State Highway 16 Helensville, Auckland",5210.0,730000,-36.6792597,174.4379383,7001365,39,24,18,24,27,30,Helensville,162,4.0
460,4,2.0,"12 Williams Road Hobsonville, Auckland",450.0,1125000,-36.8005504,174.6451824,7002271,12,12,9,6,9,75,Hobsonville,129,7.0
461,4,2.0,"1/90 Maich Road Manurewa, Auckland",130.0,650000,-37.0144149,174.8894841,7009644,78,42,39,24,24,21,Manurewa,228,8.0
462,3,1.0,"1/662 East Coast Road Pinehill, Auckland",81.0,830000,-36.7285787,174.73024640000003,7002686,36,36,33,27,27,30,Pinehill,183,5.0
463,2,1.0,"1a Rewiti Street Orakei, Auckland",84.0,1060000,-36.8551765,174.81299669999999,7005958,15,27,12,6,30,27,Orakei,120,3.0
464,4,2.0,"1 Kingsgate Place Dannemora, Auckland",417.0,1325000,-36.922951700000006,174.92284850000001,7009157,15,9,15,3,15,483,Dannemora,534,6.0
465,3,1.0,"7 Portrush Lane Takanini, Auckland",361.0,600000,-37.0383231,174.916708,7009911,51,36,24,18,6,18,Takanini,150,7.0
466,4,2.0,"318 Sea View Road Onetangi, Auckland",5175.0,2300000,-36.7827438,175.0620241,7003376,39,21,15,30,24,60,Ostend,189,1.0
467,5,2.0,"13b Maioro Street New Windsor, Auckland",174.0,1090000,-36.907443900000004,174.7156062,7004673,36,36,27,12,15,27,New Windsor,147,8.0
468,6,4.0,"460 Union Road Pukekohe, Auckland",465.0,2075000,-37.201272700000004,174.8158397,7010456,42,15,18,27,21,33,Mauku,150,5.0
469,3,1.0,"2/6 Woodside Road Manurewa, Auckland",110.0,530000,-37.0254779,174.899302,7009794,54,33,27,27,12,12,Manurewa,162,10.0
470,5,3.0,"1 Kumar Place The Gardens, Auckland",589.0,1130000,-37.008384899999996,174.9171628,7009942,48,36,27,21,27,24,The Gardens,183,3.0
471,4,2.0,"200b Old Titirangi Road Titirangi, Auckland",451.0,835000,-36.9209739,174.6637504,7007315,42,21,21,24,21,21,Titirangi,150,6.0
472,6,3.0,"21 Mull Place Wattle Downs, Auckland",1265.0,1690000,-37.0491615,174.89424590000002,7009717,42,21,18,15,12,42,Wattle Downs,150,5.0
473,3,1.0,"12 Talavera Place Te Atatu South, Auckland",100.0,612000,-36.8807816,174.6550089,7004150,48,24,39,21,24,33,Te Atatu South,189,9.0
474,5,3.0,"25 Cunliffe Place Glenfield, Auckland",1405.0,1100000,-36.776875700000005,174.717903,7002619,54,54,42,21,27,30,Glenfield,231,3.0
475,2,1.0,"1/68 Ireland Road Panmure, Auckland",70.0,510000,-36.907872999999995,174.8431008,7008326,36,42,36,30,12,15,Mount Wellington,180,3.0
476,5,3.0,"92a East Tamaki Road Papatoetoe, Auckland",536.0,980000,-36.9657304,174.864446,7008619,45,24,30,15,18,6,Papatoetoe,141,8.0
477,5,2.0,"28 Entrican Avenue Remuera, Auckland",819.0,3075000,-36.8794045,174.80698280000001,7005989,30,9,6,24,24,18,Remuera,114,1.0
478,4,2.0,"8 Springtide Place Red Beach, Auckland",612.0,1000000,-36.608833399999995,174.6836301,7001514,48,3,12,33,15,24,Red Beach,132,1.0
479,5,4.0,"16 Kilcooley Road Flat Bush, Auckland",354.0,1275000,-36.967034399999996,174.9359253,7009309,108,63,93,63,30,51,Flat Bush,408,1.0
480,2,1.0,"3/15 Nihill Crescent Mission Bay, Auckland",85.0,740000,-36.8520455,174.8302353,7006171,18,18,9,15,18,36,Mission Bay,111,3.0
481,4,4.0,"10 Codrington Crescent Mission Bay, Auckland",827.0,5300000,-36.853008700000004,174.8295425,7006171,18,18,9,15,18,36,Mission Bay,111,3.0
482,5,3.0,"19 Takitimu Street Orakei, Auckland",479.0,2550000,-36.85383220000001,174.82258969999998,7006159,54,18,15,15,21,27,Orakei,156,9.0
483,4,3.0,"42 Marua Road Ellerslie, Auckland",277.0,1725000,-36.8898532,174.81645880000002,7006118,48,33,48,30,18,27,Ellerslie,204,3.0
484,4,3.0,"3c The Rise St Heliers, Auckland",543.0,3500000,-36.8462688,174.86509880000003,7006474,66,18,30,33,39,45,St Heliers,228,1.0
485,3,2.0,"4 Springcombe Road, Auckland",449.0,3100000,-36.8463819,174.8625265,7006474,66,18,30,33,39,45,St Heliers,228,1.0
486,1,1.0,"2/37 Mahia Road Manurewa, Auckland",70.0,445000,-37.0391848,174.8809426,7009597,120,42,42,27,27,33,Weymouth,291,10.0
487,2,2.0,"1164 Huia Road Huia, Auckland",809.0,750000,-37.0030833,174.573895,7007109,84,21,45,54,51,60,Huia,321,4.0
488,3,2.0,"22a Puriri Avenue Greenlane, Auckland",130.0,1575000,-36.89294,174.79404269999998,7005883,57,30,30,30,33,21,Greenlane,207,4.0
489,4,2.0,"537 Hillsborough Road Mount Roskill, Auckland",1055.0,1500000,-36.9278156,174.7295621,7007629,51,33,27,27,21,39,Mount Roskill,201,5.0
490,4,2.0,"112 Albany Heights Albany, Auckland",11759.0,1700000,-36.7114221,174.68332719999998,7001807,18,9,9,9,21,15,Albany Heights,84,2.0
491,2,2.0,"30 Bel Air Drive Hillsborough, Auckland",1051.0,1275000,-36.919146500000004,174.7643573,7007771,24,33,24,15,21,15,Hillsborough,132,4.0
492,4,1.0,"7 Tiari Place Mangere, Auckland",566.0,660000,-36.972631799999995,174.82683169999999,7008296,78,39,33,27,30,21,Mangere East,228,8.0
493,3,1.0,"362 Blockhouse Bay Road Blockhouse Bay, Auckland",919.0,640000,-36.9117146,174.7022303,7007517,48,42,33,27,36,39,Blockhouse Bay,213,4.0
494,4,3.0,"26d Roseville Street New Windsor, Auckland",150.0,999000,-36.904061799999994,174.71738180000003,7004665,27,27,21,18,24,12,New Windsor,141,7.0
495,4,2.0,"26c Roseville Street New Windsor, Auckland",150.0,999000,-36.904061799999994,174.71738180000003,7004665,27,27,21,18,24,12,New Windsor,141,7.0
496,3,1.0,"236 Kaiaraara Bay Road Great Barrier Island, Auckland",5638.0,580000,-36.177654700000005,175.3590697,7001130,39,9,18,24,24,42,Great Barrier Island (Aotea Island),153,9.0
497,3,2.0,"91c East Tamaki Road Papatoetoe, Auckland",373.0,820000,-36.9671685,174.8649469,7008620,45,30,27,21,18,15,Papatoetoe,165,9.0
498,4,4.0,"201a St Andrews Road Epsom, Auckland",603.0,3700000,-36.902012400000004,174.76128559999998,7005467,36,15,6,21,18,30,Epsom,135,1.0
499,5,2.0,"22 Landscape Road, Auckland",1203.0,660000,-36.9005066,174.7601404,7005467,36,15,6,21,18,30,Mount Eden,135,1.0
500,3,3.0,"209D St Andrews Road, Auckland",541.0,1600000,-36.9017294,174.76061819999998,7005467,36,15,6,21,18,30,Epsom,135,1.0
501,4,2.0,"4 Ross Place Opaheke, Auckland",718.0,850000,-37.0756141,174.9473467,7010134,54,18,24,33,30,51,Opaheke,210,6.0
502,6,4.0,"21 Armadale Road Remuera, Auckland",1284.0,4400000,-36.883145500000005,174.7933358,7005859,30,30,3,15,15,18,Remuera,108,6.0
503,2,2.0,"8 Tawa Street Oneroa, Auckland",1232.0,1850000,-36.786035299999995,175.0185042,7003344,21,9,12,21,18,48,Oneroa,126,4.0
504,4,3.0,"24 Aldred Road Remuera, Auckland",928.0,3550000,-36.873779799999994,174.7963636,7005837,66,12,3,33,45,36,Remuera,198,1.0
505,3,1.0,"1/57 Kelvin Road Papakura, Auckland",90.0,540000,-37.0637794,174.9590698,7010192,81,48,45,27,30,27,Papakura,261,9.0
506,4,2.0,"21 Silkwood Grove Totara Heights, Auckland",872.0,900000,-36.9978874,174.9029335,7009748,45,36,24,24,39,42,Totara Heights,207,3.0
507,4,2.0,"19 Roadley Avenue Sunnyhills, Auckland",782.0,1550000,-36.900187200000005,174.8813948,7006690,42,12,12,27,27,27,Sunnyhills,159,2.0
508,4,3.0,"11 Fort Lincoln Loop Karaka, Auckland",309.0,920000,-37.0817356,174.902696,7009834,21,0,6,21,12,15,Karaka,75,5.0
509,5,3.0,"1 Tuangi Street Long Bay, Auckland",480.0,1500000,-36.6902805,174.7422363,7002020,57,24,36,30,30,24,Long Bay,198,2.0
510,5,3.0,"9 Tuangi Street Long Bay, Auckland",465.0,1450000,-36.6903871,174.7420748,7002020,57,24,36,30,30,24,Long Bay,198,2.0
511,5,4.0,"9 Ngaio Street Orakei, Auckland",488.0,610000,-36.8591469,174.81405619999998,7006054,24,15,18,18,18,33,Orakei,126,6.0
512,1,1.0,"108 Hill Road Palm Beach, Auckland",4737.0,710000,-36.7852451,175.04199219999998,7003365,27,9,18,18,24,48,Palm Beach,144,6.0
513,3,1.0,"34 Regent Street Papatoetoe, Auckland",1464.0,1175000,-36.9798783,174.8691556,7008659,51,39,30,21,21,30,Papatoetoe,195,8.0
514,4,2.0,"24 Lemonwood Place The Gardens, Auckland",1019.0,1000000,-37.0098989,174.9140007,7009843,45,27,21,21,42,42,The Gardens,189,3.0
515,4,2.0,"25 Kuripaka Crescent The Gardens, Auckland",771.0,1030000,-37.0094625,174.9125187,7009843,45,27,21,21,42,42,The Gardens,189,3.0
516,3,2.0,"7 Phoenix Place Papatoetoe, Auckland",874.0,840000,-36.97466970000001,174.83922130000002,7008422,39,30,30,9,9,9,Papatoetoe,120,9.0
517,4,2.0,"15 Gulf Harbour Drive Gulf Harbour, Auckland",1061.0,1025000,-36.6100686,174.78517490000002,7001688,45,12,15,27,30,51,Gulf Harbour,171,2.0
518,3,2.0,"4 Portobello Place Torbay, Auckland",985.0,1125000,-36.6990528,174.72989740000003,7001939,51,36,24,42,30,18,Torbay,201,3.0
519,5,3.0,"93 Popes Road Takanini, Auckland",20226.0,2975000,-37.02897279999999,174.9313296,7010010,51,24,21,18,27,30,Takanini,174,9.0
520,3,1.0,"42 Clifton Road Herne Bay, Auckland",1292.0,5200000,-36.8455501,174.7296588,7004702,45,9,12,33,30,24,Herne Bay,159,2.0
521,4,2.0,"35 Sunnyside Road Sunnyvale, Auckland",2861.0,1250000,-36.8978289,174.63568130000002,7004025,42,33,27,21,15,15,Sunnyvale,147,7.0
522,2,1.0,"10/10 Gerard Way St Johns, Auckland",104.0,800000,-36.8748599,174.83010890000003,7006208,12,12,9,9,12,90,Saint Johns,150,1.0
523,3,2.0,"64 Wattle Farm Road Wattle Downs, Auckland",619.0,860000,-37.0439703,174.8906819,7009712,27,6,15,15,9,30,Wattle Downs,99,2.0
524,3,1.0,"4/38 Hall Avenue Otahuhu, Auckland",70.0,475000,-36.945907299999995,174.8425462,7008371,57,36,39,27,30,39,Otahuhu,225,10.0
525,3,2.0,"3 Maynard Place Mangere Bridge, Auckland",905.0,1175000,-36.945839,174.77864069999998,7007832,42,21,33,27,21,36,Mangere Bridge,189,4.0
526,3,2.0,"192 Orakei Road Remuera, Auckland",238.0,3375000,-36.8682435,174.80536919999997,7005964,27,15,3,12,24,30,Remuera,105,5.0
527,5,4.0,"Lot 1/78 Mahia Road Manurewa, Auckland",274.0,1050000,-37.03813579999999,174.888505,7009698,102,24,27,21,9,15,Wattle Downs,201,10.0
528,3,2.0,"93 Beaumonts Way Manurewa, Auckland",714.0,640000,-37.0284281,174.9010774,7009799,36,36,24,18,9,21,Manurewa,138,9.0
529,3,2.0,"93 Beaumonts Way Manurewa, Auckland",714.0,640000,-37.0284281,174.9010774,7009799,36,36,24,18,9,21,Manurewa,138,9.0
530,3,1.0,"51 Beaumonts Way Manurewa, Auckland",675.0,580000,-37.0278558,174.9005844,7009799,36,36,24,18,9,21,Manurewa,138,9.0
531,3,1.0,"4 Anson Place St Johns, Auckland",607.0,1060000,-36.8746381,174.8487666,7006443,51,30,45,30,21,27,Saint Johns,189,7.0
532,6,3.0,"60 Tironui Road Takanini, Auckland",515.0,810000,-37.053133,174.9336381,7010041,84,45,21,21,21,33,Takanini,231,10.0
533,5,3.0,"68a John Walker Drive Manurewa, Auckland",208.0,350000,-37.0312948,174.8722419,7009479,69,30,24,15,18,9,Manurewa,156,10.0
534,4,2.0,"54 Godden Crescent Mission Bay, Auckland",382.0,2450000,-36.8587355,174.8300794,7006179,36,15,12,15,30,27,Mission Bay,132,1.0
535,3,1.0,"2/87a Woodglen Road Glen Eden, Auckland",100.0,640000,-36.9163925,174.64256630000003,7007193,60,24,33,30,21,12,Glen Eden,177,9.0
536,3,1.0,"23 Edinburgh Street Tuakau, Auckland",245.0,690000,-37.265020899999996,174.9412405,7010987,75,30,21,18,9,9,Tuakau,162,10.0
537,3,1.0,"2/22 Sturdee Road Manurewa, Auckland",80.0,510000,-37.0140865,174.88496919999997,7009645,54,33,24,15,21,21,Manurewa,162,8.0
538,5,3.0,"736a Remuera Road Remuera, Auckland",575.0,2575000,-36.8782757,174.8215358,7006083,39,18,27,21,21,33,Remuera,162,1.0
539,5,3.0,"12b Waiatarua Road Remuera, Auckland",698.0,2100000,-36.8778505,174.82160480000002,7006083,39,18,27,21,21,33,Remuera,162,1.0
540,4,3.0,"4 Brownlee Place Pukekohe, Auckland",555.0,800000,-37.1911305,174.9089261,7010523,63,27,36,21,18,12,Pukekohe,183,5.0
541,3,1.0,"4 St James Avenue Helensville, Auckland",600.0,680000,-36.6858441,174.45112360000002,7001747,69,24,30,30,21,60,Helensville,240,6.0
542,3,1.0,"74 Frank Grey Place Otahuhu, Auckland",139.0,600000,-36.941888299999995,174.8549182,7008472,57,24,21,15,27,30,Otahuhu,177,10.0
543,5,3.0,"23 Quedley Court Bucklands Beach, Auckland",750.0,3430000,-36.8768054,174.9147934,7006879,48,30,9,27,39,24,Eastern Beach,171,4.0
544,5,2.0,"31 Selbourne Street Grey Lynn, Auckland",490.0,2325000,-36.8624487,174.73665730000002,7004924,57,24,36,33,18,24,Grey Lynn,201,5.0
545,4,2.0,"52 Polo Prince Drive Alfriston, Auckland",6024.0,1575000,-37.0061204,174.92768080000002,7009943,24,15,21,9,24,21,Totara Park,117,2.0
546,5,3.0,"3 Chilton Place Mellons Bay, Auckland",825.0,2475000,-36.8914695,174.92512380000002,7006948,39,18,15,12,36,39,Howick,159,3.0
547,3,1.0,"30 Koromiko Street New Lynn, Auckland",451.0,760000,-36.900358600000004,174.67315990000003,7004283,39,36,30,24,24,33,New Lynn,183,8.0
548,4,2.0,"17 Mcinnes Road Weymouth, Auckland",845.0,670000,-37.0493626,174.8609495,7009527,60,21,30,9,18,27,Weymouth,162,10.0
549,4,3.0,"44a Bassett Road Remuera, Auckland",1199.0,3275000,-36.872032899999994,174.7847161,7005726,36,18,6,15,24,30,Remuera,132,1.0
550,4,2.0,"6 Kesteven Avenue Glendowie, Auckland",181.0,2100000,-36.8590278,174.8653767,7006500,42,12,12,24,24,15,Glendowie,129,2.0
551,4,3.0,"1/53 Disraeli Street Epsom, Auckland",162.0,1600000,-36.8867384,174.76580269999997,7005433,54,54,21,30,27,39,Epsom,231,3.0
552,4,3.0,"23 Admiralty Rise Gulf Harbour, Auckland",773.0,400000,-36.608358200000005,174.7873188,7001687,39,21,15,27,27,39,Gulf Harbour,162,3.0
553,5,3.0,"23 Redvale Rise Albany, Auckland",8573.0,1725000,-36.6816528,174.6953589,7001813,51,27,12,30,45,30,Redvale,201,2.0
554,4,2.0,"21b Kahia Lane Dairy Flat, Auckland",4000.0,2275000,-36.6864257,174.69043330000002,7001813,51,27,12,30,45,30,Redvale,201,2.0
555,3,2.0,"974 Kahikatea Flat Road Waitoki, Auckland",954.0,1075000,-36.6348536,174.5530938,7001392,42,33,24,27,27,30,Waitoki,183,1.0
556,5,3.0,"67 Sapwood Crescent Takanini, Auckland",345.0,480000,-37.0426903,174.9515273,7010094,12,9,3,6,3,3,Takanini,39,6.0
557,4,3.0,"3 Black Beech Crescent Takanini, Auckland",385.0,790000,-37.04132429999999,174.9495094,7010094,12,9,3,6,3,3,Takanini,39,6.0
558,2,1.0,"38 Hamon Avenue Mount Roskill, Auckland",754.0,1300000,-36.902073,174.75079250000002,7005243,57,33,39,24,15,18,Mount Roskill,186,10.0
