,Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,Population,NZDep2018
908,3,1.0,"14 Eastview Road, Auckland",725.0,1180000,-36.8720864,174.85362800000001,7006436,33,21,18,12,15,0,Glen Innes,108,10.0
909,3,1.0,"31 Frost Road, Auckland",1568.0,2450000,-36.9100148,174.7485246,7007699,57,42,33,21,27,27,Mount Roskill,216,8.0
910,3,1.0,"10 Maui Pomare Street, Auckland",615.0,940000,-36.914629,174.7074968,7007518,36,42,15,27,36,39,Blockhouse Bay,192,4.0
911,4,3.0,"124 Terry Street, Auckland",558.0,1290000,-36.9165093,174.71180180000002,7007524,30,18,18,15,18,24,Blockhouse Bay,123,3.0
912,3,1.0,"240A Rosebank Road, Auckland",378.0,790000,-36.886776,174.683863,7004323,60,39,36,27,24,30,Avondale,216,7.0
913,4,3.0,"4 Evelyn Street, Auckland",304.0,1280000,-36.9837092,174.8552113,7009397,42,63,30,21,15,33,Papatoetoe,210,9.0
914,3,1.0,"73 Church Street, Auckland",675.0,1500000,-36.923331899999994,174.78367269999998,7007896,27,33,33,36,48,57,Onehunga,228,10.0
915,4,2.0,"lot 1/20 Cleland Crescent, Auckland",383.0,980000,-36.914478100000004,174.7039619,7007519,21,27,18,18,18,24,Blockhouse Bay,132,6.0
916,4,2.0,"75 Alberton Avenue, Auckland",592.0,1340000,-36.884592600000005,174.724023,7004786,57,15,12,36,21,15,Mount Albert,159,1.0
917,4,3.0,"4 Cove Lane, Auckland",701.0,1650000,-36.90869489999999,174.8522534,7008443,21,15,6,12,42,78,Mount Wellington,177,3.0
918,4,2.0,"1 Oranga Avenue, Auckland",612.0,1025000,-36.911313899999996,174.79599819999999,7007965,72,36,39,24,21,30,Onehunga,216,9.0
919,4,1.0,"6 Stanmore Road, Auckland",522.0,1775000,-36.862191499999994,174.7308889,7004741,54,18,24,36,33,21,Grey Lynn,180,1.0
920,5,3.0,"99A Oakdale Road, Auckland",446.0,1350000,-36.9249153,174.74871399999998,7007724,51,57,30,33,24,33,Mount Roskill,225,3.0
921,5,2.0,"86 Terry Street, Auckland",625.0,1085000,-36.9163791,174.70789969999998,7007528,39,21,24,18,9,27,Blockhouse Bay,129,4.0
922,3,1.0,"167 Mount Smart Road, Auckland",584.0,810000,-36.91551320000001,174.7941574,7007981,27,12,21,21,18,24,Onehunga,126,5.0
923,4,2.0,"15 Eaton Road, Auckland",895.0,1250000,-36.922188399999996,174.7512236,7007730,30,45,30,24,27,21,Hillsborough,174,4.0
924,3,2.0,"62A Olsen Avenue, Auckland",417.0,1225000,-36.9184865,174.7521391,7007730,30,45,30,24,27,21,Hillsborough,174,4.0
925,5,3.0,"Lot 4 / 48 Tiverton Road, Auckland",184.0,850000,-36.9052102,174.7061706,7004537,36,45,39,18,15,24,Avondale,165,6.0
926,5,3.0,"Lot1/39 Bentleigh Avenue, Auckland",478.0,1245000,-36.9045255,174.705919,7004537,36,45,39,18,15,24,New Windsor,165,6.0
927,4,3.0,"Lot3/39 Bentleigh Avenue, Auckland",344.0,1245000,-36.9045255,174.705919,7004537,36,45,39,18,15,24,New Windsor,165,6.0
928,3,1.0,"6 Parawai Crescent, Auckland",496.0,1400000,-36.8536208,174.7326333,7004711,63,33,42,33,30,48,Ponsonby,246,9.0
929,3,1.0,"37 O'Donnell Avenue, Auckland",763.0,1230000,-36.89840220000001,174.7287065,7004823,51,36,9,21,9,9,Wesley,135,10.0
930,4,2.0,"4 Stephen Lysnar Place, Auckland",658.0,910000,-36.92120739999999,174.7638353,7007773,33,21,15,24,9,24,Hillsborough,126,6.0
931,5,4.0,"14 Taranaki Road, Auckland",483.0,2475000,-36.8514061,174.8413399,7006284,12,6,18,18,15,33,Kohimarama,102,3.0
932,4,3.0,"211B St Andrews Road, Auckland",708.0,1675000,-36.9024169,174.7618185,7005472,36,21,18,18,21,24,Epsom,144,2.0
933,4,2.0,"8B Queensway, Auckland",809.0,1750000,-36.9042206,174.7612986,7005472,36,21,18,18,21,24,Three Kings,144,2.0
934,4,3.0,"26 Margate Road, Auckland",365.0,780000,-36.9113854,174.70471980000002,7007511,60,33,27,21,24,21,Blockhouse Bay,192,10.0
935,5,3.0,"3 Carnarvon Avenue, Auckland",540.0,2100000,-36.8576438,174.8696614,7006631,75,9,9,42,30,21,Glendowie,186,1.0
936,5,5.0,"203B St Heliers Bay Road, Auckland",402.0,2350000,-36.8619224,174.85721999999998,7006421,42,3,9,24,6,42,St Heliers,135,2.0
937,2,1.0,"39 Albert Street, Auckland",696.0,680000,-36.8462198,174.76427759999999,7005269,18,36,39,18,12,15,Auckland Central,132,5.0
938,3,1.0,"33 Commodore Drive, Auckland",688.0,1000000,-36.9262521,174.71852030000002,7007576,45,21,21,21,15,33,Lynfield,156,3.0
939,3,1.0,"44 Methuen Road, Auckland",498.0,985000,-36.8991706,174.7051812,7004520,51,39,57,27,21,33,New Windsor,219,5.0
940,3,1.0,"64 Marine Parade, Auckland",2168.0,1940000,-36.8481896,174.7268372,7004704,66,15,12,42,45,39,Herne Bay,216,2.0
941,3,2.0,"240 Remuera Road, Auckland",617.0,3050000,-36.879025299999995,174.7913599,7005841,45,24,6,24,30,39,Remuera,162,1.0
942,3,2.0,"10 Skippy Patuwai Lane, Auckland",268.0,740000,-36.871324,174.856745,7006537,75,54,45,21,18,33,Glen Innes,252,9.0
943,3,3.0,"83 St Heliers Bay Road, Auckland",1173.0,3300000,-36.8544409,174.85928669999998,7006491,57,15,3,39,24,36,St Heliers,177,1.0
944,5,3.0,"37B Meliora Place, Auckland",500.0,1275000,-36.8884324,174.67942299999999,7004325,45,54,30,39,33,60,Avondale,267,8.0
945,3,2.0,"26 Crossfield Road, Auckland",1219.0,2000000,-36.8619669,174.8695533,7006638,33,27,9,18,18,27,Glendowie,138,9.0
946,3,1.0,"18 Peary Road, Auckland",658.0,1475000,-36.8955756,174.7558628,7005222,33,33,36,24,18,27,Mount Eden,168,5.0
947,4,2.0,"26 Arran Street, Auckland",674.0,840000,-36.905828799999995,174.6953574,7004427,63,42,30,27,24,18,Avondale,198,6.0
948,3,1.0,"40 Findlay Street, Auckland",961.0,1820000,-36.8998764,174.8121941,7006033,18,15,18,15,9,18,Ellerslie,93,3.0
949,5,4.0,"24A Fontenoy Street, Auckland",466.0,1650000,-36.8763067,174.713555,7004598,42,30,39,21,18,30,Mount Albert,180,8.0
950,5,4.0,"241 Whitney Street, Auckland",498.0,1500000,-36.920821999999994,174.7086401,7007534,33,21,24,12,21,27,Blockhouse Bay,135,7.0
951,4,4.0,"39E St Stephens Avenue, Auckland",475.0,4300000,-36.8577078,174.78667190000002,7005663,18,9,27,9,15,30,Parnell,114,5.0
952,3,2.0,"50 Hackett Street, Auckland",258.0,2200000,-36.841823299999994,174.7436499,7004861,12,27,15,9,24,12,Saint Marys Bay,108,2.0
953,4,2.0,"76 Long Drive, Auckland",388.0,1950000,-36.8569239,174.8530156,7006414,36,12,9,15,27,27,St Heliers,126,1.0
954,5,3.0,"18C Tawera Road, Auckland",379.0,2650000,-36.8901584,174.79092859999997,7005874,54,18,24,30,21,30,Greenlane,171,5.0
955,3,1.0,"55 Mt Smart Road, Auckland",675.0,1100000,-36.9134149,174.7815573,7007873,54,54,57,30,27,36,Onehunga,258,6.0
956,4,2.0,"Lot 1-6/153 Penrose Road, Auckland",1133.0,1280000,-36.9081328,174.8258697,7008240,24,12,15,12,15,21,Mount Wellington,105,5.0
957,6,2.0,"47 Bell Road, Auckland",1190.0,800000,-36.8721492,174.7931936,7005833,51,15,12,36,30,21,Remuera,159,3.0
958,4,2.0,"21 Atherton Road, Auckland",921.0,2400000,-36.895953000000006,174.7663558,7005452,45,27,15,27,21,39,Epsom,168,5.0
959,4,2.0,"5A May Road, Auckland",400.0,1125000,-36.9035745,174.7391566,7005058,54,27,30,21,24,15,Wesley,180,10.0
960,3,1.0,"46 Lingarth Street, Auckland",936.0,2725000,-36.8705393,174.8031034,7005973,60,24,30,27,30,27,Remuera,195,1.0
961,5,3.0,"16 Torrance Street, Auckland",926.0,2150000,-36.9060592,174.76925480000003,7005634,39,24,18,30,33,45,Epsom,186,4.0
962,4,2.0,"61C Castledine Crescent, Auckland",479.0,1220000,-36.8691966,174.8547967,7006433,90,63,48,21,24,21,Glen Innes,261,7.0
963,4,2.0,"40 Robert Street, Auckland",525.0,1575000,-36.8937599,174.80918069999998,7006016,30,48,60,36,33,30,Ellerslie,231,4.0
964,4,2.0,"31A Waimarie Street, Auckland",469.0,2500000,-36.8507913,174.8667629,7006481,48,18,12,24,45,45,St Heliers,186,1.0
965,5,3.0,"44B Bay Road, Auckland",498.0,2650000,-36.85159960000001,174.86758659999998,7006481,48,18,12,24,45,45,St Heliers,186,1.0
966,2,1.0,"63 Calgary Street, Auckland",531.0,1220000,-36.8933679,174.7424117,7005002,42,48,36,30,21,30,Mount Eden,210,6.0
967,5,4.0,"1158C New North Road, Auckland",329.0,940000,-36.893132200000004,174.70815459999997,7004507,36,54,42,15,18,15,Mount Albert,183,7.0
968,3,1.0,"20A Subritzky Avenue, Auckland",364.0,1000000,-36.9142882,174.7238636,7007599,39,54,36,21,21,33,Mount Roskill,204,6.0
969,4,3.0,"2 Spencer Street, Auckland",319.0,2675000,-36.872813,174.7962419,7005834,36,21,12,21,15,30,Remuera,144,3.0
970,5,3.0,"29A Walsall Street, Auckland",585.0,1525000,-36.893449200000006,174.6987636,7004403,45,24,36,30,18,33,Avondale,186,9.0
971,4,3.0,"25A Maroa Road, Auckland",306.0,1025000,-36.9063092,174.8009368,7006024,48,36,27,24,12,9,One Tree Hill,159,9.0
972,4,2.0,"47 Bluegrey Avenue, Auckland",200.0,1425000,-36.886961,174.83991310000002,7006348,51,15,33,33,21,33,Stonefields,189,1.0
973,4,2.0,"171 Balmoral Road, Auckland",573.0,1220000,-36.887362700000004,174.75000480000003,7005189,39,27,12,27,12,9,Mount Eden,123,2.0
974,3,2.0,"Lot 2, Auckland",201.0,360000,-36.845533,174.758984,7005264,0,0,0,0,0,0,Auckland Central,3,1.0
975,2,1.0,"17 Beatrix Street, Auckland",1108.0,1600000,-36.888758,174.69546269999998,7004388,48,27,33,27,18,18,Avondale,174,8.0
976,4,3.0,"243D St Johns Road, Auckland",300.0,1450000,-36.872516600000004,174.8439794,7006323,36,30,45,24,15,27,Saint Johns,183,4.0
977,4,2.0,"71 Tiverton Road, Auckland",1075.0,1130000,-36.9063931,174.7067597,7007502,18,24,24,9,9,15,Avondale,96,7.0
978,3,1.0,"67A Aranui Road, Auckland",475.0,750000,-36.915571500000006,174.83105830000002,7008250,51,48,36,18,12,21,Mount Wellington,192,8.0
979,4,3.0,"423C Blockhouse Bay Road, Auckland",303.0,1000000,-36.917081,174.70143969999998,7007515,39,24,30,21,21,21,Blockhouse Bay,156,4.0
980,5,4.0,"100 Market Road, Auckland",651.0,3350000,-36.8851805,174.7818065,7005738,21,18,12,9,12,24,Epsom,99,7.0
981,5,4.0,"60 St Leonards Road, Auckland",751.0,770000,-36.89890689999999,174.6600901,7004241,87,42,30,27,24,15,Kelston,222,10.0
982,5,3.0,"3A Milliken Avenue, Auckland",390.0,845000,-36.9069713,174.7445629,7007697,39,48,15,21,18,27,Mount Roskill,171,8.0
983,4,3.0,"58 Buckley Road, Auckland",221.0,930000,-36.908429999999996,174.7641962,7007749,36,21,15,21,24,27,Epsom,144,4.0
984,5,4.0,"194 Riddell Road, Auckland",854.0,3125000,-36.8620859,174.8790697,7006672,60,18,12,33,21,27,Glendowie,174,2.0
985,5,3.0,"4C Rosedale Avenue, Auckland",220.0,1240000,-36.8971339,174.7461594,7005229,42,51,51,12,30,27,Mount Eden,219,5.0
986,4,2.0,"15 Belfast Street, Auckland",980.0,980000,-36.9227584,174.7565188,7007735,36,33,27,21,21,24,Hillsborough,168,6.0
987,2,1.0,"9 Victoria Street, Auckland",306.0,780000,-36.8492709,174.7658971,7005287,45,147,60,12,6,6,Auckland Central,273,7.0
988,3,3.0,"26 St Georges Bay Road, Auckland",607.0,2900000,-36.8561916,174.78264009999998,7005688,42,69,42,33,42,60,Parnell,285,2.0
989,4,3.0,"30 Pukehana Avenue, Auckland",814.0,2425000,-36.9006191,174.76875090000001,7005629,54,27,18,27,33,30,Epsom,189,6.0
990,4,1.0,"47 St Georges Road, Auckland",941.0,910000,-36.901547799999996,174.696465,7004416,57,45,45,27,33,21,Avondale,231,8.0
991,4,3.0,"2 Karakia Lane, Auckland",177.0,970000,-36.9174364,174.7529711,7007726,51,36,51,24,15,39,Hillsborough,219,6.0
992,3,1.0,"36 Haverstock Road, Auckland",723.0,1140000,-36.8918396,174.7327926,7004805,27,27,27,15,18,9,Sandringham,114,3.0
993,4,2.0,"11 Robson Street, Auckland",855.0,1225000,-36.9185946,174.7302842,7007608,42,33,30,24,18,30,Mount Roskill,174,4.0
994,5,2.0,"121 Melrose Road, Auckland",1459.0,2025000,-36.916765600000005,174.7493226,7007715,45,45,36,21,30,30,Mount Roskill,204,4.0
995,3,2.0,"90B Ireland Road, Auckland",328.0,1080000,-36.902952299999995,174.8461357,7006469,12,15,27,27,12,21,Mount Wellington,114,4.0
996,3,1.0,"15 Rangitoto Avenue, Auckland",1004.0,2475000,-36.877328799999994,174.80579880000002,7005988,42,12,9,21,24,27,Remuera,129,1.0
997,4,2.0,"47 Ngaroma Road, Auckland",1171.0,2625000,-36.9000679,174.776469,7005611,15,18,3,6,30,30,Epsom,99,4.0
998,4,3.0,"16 Kissling Place, Auckland",691.0,1800000,-36.8752869,174.8411526,7006334,36,27,24,21,24,48,Saint Johns,177,4.0
999,4,3.0,"65a Selwyn Avenue, Auckland",584.0,1200000,-36.851318299999996,174.83569440000002,7006276,21,21,12,18,15,30,Mission Bay,123,4.0
1000,7,3.0,"1,2 & 3/466 Parnell Road, Auckland",729.0,2000000,-36.861328,174.782615,7005669,36,33,33,33,12,42,Parnell,189,3.0
1001,5,4.0,"4 Kelvin Road, Auckland",650.0,2675000,-36.879031,174.8175216,7006078,57,24,21,36,30,54,Remuera,216,1.0
1002,5,3.0,"268B Whitney Street, Auckland",506.0,860000,-36.919732200000006,174.7091342,7007532,51,42,36,36,24,36,Blockhouse Bay,225,4.0
1003,4,1.0,"181 Taylor Street, Auckland",415.0,1200000,-36.919596399999996,174.6996862,7007484,42,42,33,18,18,51,Blockhouse Bay,207,5.0
1004,5,4.0,"21A Mt Taylor Drive, Auckland",374.0,1650000,-36.8660323,174.86125769999998,7006526,48,24,21,30,27,24,Glendowie,168,3.0
1005,4,2.0,"11 Glenalmond Road, Auckland",636.0,1950000,-36.893461,174.7605983,7005445,30,15,9,21,21,9,Mount Eden,105,2.0
1006,3,1.0,"27 Cotswold Lane, Auckland",1204.0,1100000,-36.9115203,174.82483969999998,7008243,42,36,36,21,15,15,Mount Wellington,168,5.0
1007,3,1.0,"18 Marlowe Road, Auckland",607.0,840000,-36.917568700000004,174.69557360000002,7007476,27,21,27,6,9,45,Blockhouse Bay,138,10.0
1008,2,1.0,"91 Kurahaupo Street, Auckland",938.0,1925000,-36.8548799,174.82551030000002,7006158,15,12,24,9,15,27,Orakei,102,6.0
1009,5,3.0,"110 Paritai Drive, Auckland",1262.0,4650000,-36.8539847,174.8084146,7005960,18,33,18,12,27,33,Orakei,138,2.0
1010,5,4.0,"Lot 1/37 Littlejohn Street, Auckland",413.0,1375000,-36.917967700000005,174.75512959999998,7007727,69,54,39,33,30,18,Hillsborough,243,5.0
1011,3,1.0,"341 Panama Road, Auckland",3361.0,1650000,-36.92774620000001,174.8519919,7008449,78,54,42,30,24,15,Mount Wellington,231,8.0
1012,3,1.0,"58 Lynbrooke Avenue, Auckland",814.0,1230000,-36.9251294,174.71035569999998,7007540,60,27,24,24,33,33,Blockhouse Bay,204,4.0
1013,4,2.0,"28 Grampian Road, Auckland",1100.0,2550000,-36.864488200000004,174.84990980000003,7006418,39,9,12,24,24,33,St Heliers,138,1.0
1014,5,3.0,"101 Taumata Road, Auckland",524.0,1875000,-36.8920958,174.7269886,7004801,36,48,27,21,18,24,Sandringham,168,6.0
1015,4,2.0,"3 Rawene Avenue, Auckland",721.0,3400000,-36.852993700000006,174.7175488,7004566,30,18,6,18,15,30,Westmere,114,3.0
1016,3,1.0,"8 Burnett Avenue, Auckland",494.0,770000,-36.916898100000004,174.7370148,7007663,42,39,9,24,18,12,Mount Roskill,150,10.0
1017,5,3.0,"41A Nihill Crescent, Auckland",1006.0,2475000,-36.8531218,174.8322103,7006172,39,12,27,27,27,48,Mission Bay,180,1.0
1018,3,1.0,"1590A Great North Road, Auckland",1867.0,2075000,-36.884704799999994,174.7022144,7004495,18,39,27,15,3,12,Waterview,117,7.0
1019,4,3.0,"114A Clonbern Road, Auckland",397.0,1160000,-36.8876414,174.7966714,7005868,54,30,15,18,24,27,Remuera,165,5.0
1020,3,2.0,"591A Blockhouse Bay Road, Auckland",908.0,1150000,-36.9265598,174.70086650000002,7007494,33,24,18,21,27,57,Blockhouse Bay,183,6.0
1021,4,3.0,"18a Campbell Road, Auckland",277.0,1850000,-36.9106508,174.7778042,7007803,45,27,51,30,9,30,Royal Oak,192,7.0
1022,5,3.0,"62A Maioro Street, Auckland",308.0,1250000,-36.9059437,174.7174915,7004668,39,51,21,15,33,27,New Windsor,189,8.0
1023,5,3.0,"9 Waitara Road, Auckland",888.0,3500000,-36.847621600000004,174.869938,7006620,78,15,18,33,39,39,St Heliers,213,1.0
1024,5,3.0,"13B Waitara Road, Auckland",664.0,3900000,-36.847171,174.8701092,7006620,78,15,18,33,39,39,St Heliers,213,1.0
1025,5,3.0,"5 Waitara Road, Auckland",889.0,4100000,-36.84791920000001,174.8701244,7006620,78,15,18,33,39,39,St Heliers,213,1.0
1026,4,2.0,"498A Remuera Road, Auckland",677.0,3450000,-36.8808042,174.8040785,7005992,42,27,12,21,30,33,Remuera,165,5.0
1027,3,1.0,"5 Parry Road, Auckland",670.0,830000,-36.9339956,174.8450852,7008345,57,36,30,24,21,15,Mount Wellington,186,7.0
1028,4,2.0,"82 Gowing Drive, Auckland",837.0,1850000,-36.867321399999994,174.8324686,7006199,36,24,24,21,27,12,Meadowbank,147,3.0
1029,6,4.0,"43 Arney Road, Auckland",3062.0,12250000,-36.872513899999994,174.788572,7005696,60,12,15,27,24,33,Remuera,168,1.0
1030,4,2.0,"55A Arney Road, Auckland",652.0,3450000,-36.872448999999996,174.789432,7005696,60,12,15,27,24,33,Remuera,168,1.0
1031,3,2.0,"Lot 1  6/22 Ngaio Street, Auckland",971.0,2425000,-36.9513274,174.84849509999998,7008497,42,27,33,15,24,21,Otahuhu,168,9.0
1032,4,2.0,"167B Blockhouse Bay Road, Auckland",344.0,1000000,-36.8984767,174.7009007,7004411,36,27,21,24,15,18,Avondale,132,6.0
1033,3,1.0,"133 Mt Smart Road, Auckland",581.0,990000,-36.9153146,174.79007990000002,7007881,45,24,30,18,24,12,Onehunga,159,2.0
1034,4,2.0,"67 Balmoral Road, Auckland",1743.0,2375000,-36.88879779999999,174.7583858,7005430,60,51,30,39,18,18,Mount Eden,216,6.0
1035,4,2.0,"42B Marion Avenue, Auckland",350.0,1150000,-36.9108802,174.7274244,7007594,51,60,39,18,30,21,Mount Roskill,219,6.0
1036,5,2.0,"23 Stoddard Road, Auckland",340.0,760000,-36.9071565,174.7342241,7004840,42,33,33,21,27,60,Wesley,210,10.0
1037,5,3.0,"246 Victoria Avenue, Auckland",1080.0,3750000,-36.86708370000001,174.79880690000002,7005826,33,18,9,15,30,42,Remuera,141,1.0
1038,5,2.0,"23 Wapiti Avenue, Auckland",620.0,2250000,-36.8875514,174.78244919999997,7005743,51,24,12,21,27,33,Epsom,174,5.0
1039,5,6.0,"57 Portland Road, Auckland",3565.0,12500000,-36.8755519,174.7954021,7005840,42,9,6,27,30,36,Remuera,150,1.0
1040,5,3.0,"11 Athenic Avenue, Auckland",736.0,1175000,-36.9304223,174.7190441,7007584,30,36,27,21,30,24,Lynfield,165,6.0
1041,6,2.0,"24 & 24A Hutton Street, Auckland",2053.0,1453000,-36.939243,174.847542,7008478,39,15,27,21,12,21,Otahuhu,135,10.0
1042,6,1.0,"410 Mount Eden Road, Auckland",640.0,2925000,-36.8805028,174.76218590000002,7005403,36,63,12,27,21,27,Mount Eden,192,5.0
1043,3,1.0,"12 Stratford Street, Auckland",506.0,2175000,-36.853863700000005,174.7851834,7005660,42,48,21,39,21,39,Parnell,210,3.0
1044,4,3.0,"126B Paritai Drive, Auckland",578.0,4000000,-36.854497200000004,174.8100437,7005961,15,15,18,9,15,27,Orakei,102,7.0
1045,1,1.0,"24 Kohimarama Road, Auckland",252.0,920000,-36.8494974,174.83981509999998,7006283,9,12,15,12,21,54,Kohimarama,123,3.0
1046,4,1.0,"19 Landscape Road, Auckland",1368.0,670000,-36.899255,174.7611645,7005464,54,18,15,24,21,27,Mount Eden,159,1.0
1047,6,1.0,"56 Galway Street, Auckland",607.0,1200000,-36.844933000000005,174.770001,7005497,15,27,24,15,18,30,Auckland Central,129,6.0
1048,5,3.0,"28A Hayr Road, Auckland",453.0,1250000,-36.9122424,174.75672590000002,7007758,36,30,45,21,24,21,Three Kings,180,6.0
1049,5,2.0,"27 Market Road, Auckland",1854.0,5300000,-36.8796648,174.7876684,7005745,48,18,12,15,36,45,Remuera,174,1.0
1050,3,1.0,"23 William Avenue, Auckland",806.0,1665000,-36.897104299999995,174.8001712,7005917,54,33,27,27,15,30,Greenlane,192,4.0
